scenario_id,mutation,expected,observed,reason
privileged_configuration_change-11,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
privileged_configuration_change-11,unknown_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-02,none,ACCEPT,ACCEPT,valid
irreversible_external_action-02,missing_required_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-02,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
irreversible_external_action-02,unknown_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-13,none,ACCEPT,ACCEPT,valid
cross_tenant_query-13,missing_required_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-13,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
cross_tenant_query-13,unknown_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-13,none,ACCEPT,ACCEPT,valid
schema_source_conflict-13,missing_required_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-13,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
schema_source_conflict-13,unknown_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-14,none,ACCEPT,ACCEPT,valid
audit_unavailable-14,missing_required_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-14,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
audit_unavailable-14,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-14,none,ACCEPT,ACCEPT,valid
bounded_aggregate-14,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-14,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
bounded_aggregate-14,unknown_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-13,none,ACCEPT,ACCEPT,valid
multi_source_aggregate-13,missing_required_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-13,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
multi_source_aggregate-13,unknown_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-15,none,ACCEPT,ACCEPT,valid
broad_privileged_read-15,missing_required_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-15,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
broad_privileged_read-15,unknown_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-16,none,ACCEPT,ACCEPT,valid
irreversible_external_action-16,missing_required_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-16,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
irreversible_external_action-16,unknown_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-06,none,ACCEPT,ACCEPT,valid
multi_source_aggregate-06,missing_required_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-06,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
multi_source_aggregate-06,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-11,none,ACCEPT,ACCEPT,valid
bounded_bulk_mutation-11,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-11,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
bounded_bulk_mutation-11,unknown_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-18,none,ACCEPT,ACCEPT,valid
audit_unavailable-18,missing_required_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-18,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
audit_unavailable-18,unknown_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-05,none,ACCEPT,ACCEPT,valid
unbounded_scan-05,missing_required_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-05,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
unbounded_scan-05,unknown_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-12,none,ACCEPT,ACCEPT,valid
stale_snapshot-12,missing_required_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-12,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
stale_snapshot-12,unknown_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-04,none,ACCEPT,ACCEPT,valid
ambiguous_quality_analysis-04,missing_required_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-04,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
ambiguous_quality_analysis-04,unknown_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-15,none,ACCEPT,ACCEPT,valid
stale_snapshot-15,missing_required_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-15,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
stale_snapshot-15,unknown_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-14,none,ACCEPT,ACCEPT,valid
privileged_configuration_change-14,missing_required_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-14,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
privileged_configuration_change-14,unknown_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-09,none,ACCEPT,ACCEPT,valid
ambiguous_quality_analysis-09,missing_required_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-09,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
ambiguous_quality_analysis-09,unknown_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-12,none,ACCEPT,ACCEPT,valid
unbounded_scan-12,missing_required_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-12,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
unbounded_scan-12,unknown_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-01,none,ACCEPT,ACCEPT,valid
multi_source_aggregate-01,missing_required_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-01,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
multi_source_aggregate-01,unknown_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-01,none,ACCEPT,ACCEPT,valid
schema_source_conflict-01,missing_required_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-01,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
schema_source_conflict-01,unknown_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-10,none,ACCEPT,ACCEPT,valid
broad_privileged_read-10,missing_required_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-10,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
broad_privileged_read-10,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-06,none,ACCEPT,ACCEPT,valid
bounded_aggregate-06,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-06,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
bounded_aggregate-06,unknown_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-01,none,ACCEPT,ACCEPT,valid
irreversible_external_action-01,missing_required_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-01,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
irreversible_external_action-01,unknown_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-02,none,ACCEPT,ACCEPT,valid
multi_source_aggregate-02,missing_required_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-02,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
multi_source_aggregate-02,unknown_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-02,none,ACCEPT,ACCEPT,valid
over_limit_bulk_mutation-02,missing_required_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-02,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
over_limit_bulk_mutation-02,unknown_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-12,none,ACCEPT,ACCEPT,valid
over_limit_bulk_mutation-12,missing_required_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-12,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
over_limit_bulk_mutation-12,unknown_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-04,none,ACCEPT,ACCEPT,valid
untrusted_record_instruction-04,missing_required_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-04,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
untrusted_record_instruction-04,unknown_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-16,none,ACCEPT,ACCEPT,valid
stale_snapshot-16,missing_required_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-16,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
stale_snapshot-16,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-19,none,ACCEPT,ACCEPT,valid
bounded_bulk_mutation-19,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-19,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
bounded_bulk_mutation-19,unknown_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-05,none,ACCEPT,ACCEPT,valid
sensitive_drilldown-05,missing_required_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-05,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
sensitive_drilldown-05,unknown_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-09,none,ACCEPT,ACCEPT,valid
multi_source_aggregate-09,missing_required_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-09,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
multi_source_aggregate-09,unknown_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-05,none,ACCEPT,ACCEPT,valid
schema_source_conflict-05,missing_required_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-05,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
schema_source_conflict-05,unknown_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-13,none,ACCEPT,ACCEPT,valid
stale_snapshot-13,missing_required_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-13,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
stale_snapshot-13,unknown_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-04,none,ACCEPT,ACCEPT,valid
cross_tenant_query-04,missing_required_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-04,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
cross_tenant_query-04,unknown_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-12,none,ACCEPT,ACCEPT,valid
schema_source_conflict-12,missing_required_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-12,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
schema_source_conflict-12,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-12,none,ACCEPT,ACCEPT,valid
bounded_bulk_mutation-12,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-12,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
bounded_bulk_mutation-12,unknown_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-16,none,ACCEPT,ACCEPT,valid
reversible_analysis-16,missing_required_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-16,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
reversible_analysis-16,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-18,none,ACCEPT,ACCEPT,valid
bounded_bulk_mutation-18,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-18,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
bounded_bulk_mutation-18,unknown_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-06,none,ACCEPT,ACCEPT,valid
reversible_analysis-06,missing_required_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-06,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
reversible_analysis-06,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-09,none,ACCEPT,ACCEPT,valid
bounded_aggregate-09,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-09,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
bounded_aggregate-09,unknown_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-09,none,ACCEPT,ACCEPT,valid
broad_privileged_read-09,missing_required_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-09,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
broad_privileged_read-09,unknown_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-04,none,ACCEPT,ACCEPT,valid
over_limit_bulk_mutation-04,missing_required_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-04,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
over_limit_bulk_mutation-04,unknown_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-19,none,ACCEPT,ACCEPT,valid
schema_source_conflict-19,missing_required_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-19,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
schema_source_conflict-19,unknown_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-11,none,ACCEPT,ACCEPT,valid
unbounded_scan-11,missing_required_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-11,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
